relation1,relation2,comparison_type,pair1_word1,pair1_word2,pair2_word1,pair2_word2,mean_rating,num_ratings
1a,2a,between-type,bush,astilbe,cat,whiskers,3.7,10
3a,3b,between-subtype,dress,frock,giggle,laugh,5.90909090909,11
8a,8a,within-subtype,exercise,fatigue,sweat,run,5.5,10
7c,7c,within-subtype,doctor,thermometer,policeman,handcuffs,6.4,10
4b,4b,within-subtype,bald,hairy,sleepy,energized,5.69230769231,13
4b,4b,within-subtype,bright,dark,warm,cool,5.92307692308,13
5a,5a,within-subtype,apple,red,dog,furry,6.0,10
8a,8a,within-subtype,explosion,damage,tragedy,tears,4.7,10
1a,1a,within-subtype,bread,wheat,bush,astilbe,4.4,10
8a,8a,within-subtype,eating,fullness,heater,warmth,5.8,10
1a,1a,within-subtype,appliance,refrigerator,pet,dog,6.41666666667,12
5a,5a,within-subtype,car,fast,murderer,evil,5.5,10
2a,2a,within-subtype,bicycle,wheel,freezer,ice,3.3,10
10a,10a,within-subtype,flag,nation,help,cry,2.8,10
9a,9a,within-subtype,airplane,hangar,dresser,clothes,5.5,10
3a,4b,between-type,careful,cautious,ugly,pretty,2.1,10
8a,8a,within-subtype,eating,fullness,education,expertise,5.72727272727,11
6a,6a,within-subtype,beauty,unpleasant,bounty,scarce,3.3,10
10a,10a,within-subtype,crown,royalty,flag,nation,6.0,10
7d,7c,between-subtype,clean,floor,lawyer,books,2.30769230769,13
1a,1a,within-subtype,art,abstract,insect,ant,6.0,12
1a,9a,between-type,pen,ballpoint,supermarket,groceries,3.4,10
3a,3a,within-subtype,cute,adorable,old,mature,6.36363636364,11
1a,1a,within-subtype,hair,brown,sweater,knit,3.3,10
9a,9a,within-subtype,library,books,school,children,6.0,12
1a,3a,between-type,color,red,sofa,chair,2.1,10
6a,6a,within-subtype,best,inferior,honest,liar,5.08333333333,12
4b,4c,between-subtype,difficult,easy,offend,appease,5.16666666667,12
9g,9a,between-subtype,girlhood,dolls,school,student,3.6,10
2a,1a,between-type,building,wall,dog,chihuahua,3.4,10
8a,8a,within-subtype,tiredness,sleep,yelling,anger,5.4,10
9a,9a,within-subtype,airplane,hangar,classroom,students,6.0,10
3a,9a,between-type,run,sprint,supermarket,groceries,2.9,10
7c,7c,within-subtype,barber,scissors,chemist,beaker,6.4,10
6a,5a,between-type,killer,empathetic,prince,charming,3.7,10
10a,8a,between-type,buzzer,end,sex,pregnancy,4.4,10
6a,6a,within-subtype,color,invisible,killer,empathetic,3.63636363636,11
6a,6a,within-subtype,hungry,satiety,violence,love,4.7,10
3a,4b,between-type,restroom,bathroom,tough,weak,1.75,12
3a,3b,between-subtype,sleep,doze,tree,sapling,4.0,10
2a,2a,within-subtype,boat,motor,bottle,water,4.0,11
4b,2a,between-type,excited,bored,freezer,ice,1.5,10
4b,10a,between-type,ugly,pretty,wrinkle,age,1.6,10
4b,2a,between-type,bald,hairy,boat,motor,1.5,10
5a,5a,within-subtype,blanket,soft,steel,strong,5.91666666667,12
10a,10a,within-subtype,distrust,camera,thunder,lightning,1.58333333333,12
1a,1a,within-subtype,pen,ballpoint,pet,dog,5.5,10
1a,1a,within-subtype,furniture,couch,rodent,mouse,5.81818181818,11
10a,10a,within-subtype,smoke,fire,thunder,lightning,6.5,10
8a,8a,within-subtype,sadness,tears,workout,sweat,6.1,10
10a,10a,within-subtype,cloud,moisture,license,permission,2.72727272727,11
3b,3a,between-subtype,heat,warm,sleep,doze,5.25,12
3a,3a,within-subtype,run,sprint,spin,twirl,6.09090909091,11
9a,9a,within-subtype,bathroom,toilet,garden,flower,5.3,10
8a,8a,within-subtype,accident,damage,run,sweat,5.09090909091,11
9a,8a,between-type,garden,flower,sadness,tears,4.92307692308,13
3a,3a,within-subtype,beautiful,pretty,boat,ship,5.6,10
6a,8a,between-type,empty,full,run,sweat,2.3,10
2a,3a,between-type,computer,chip,music,tunes,4.3,10
1a,1a,within-subtype,clothing,shirt,hair,brown,2.1,10
2a,2a,within-subtype,computer,chip,shoe,sole,6.27272727273,11
9a,9a,within-subtype,dresser,clothes,farm,tractor,3.57142857143,14
5a,5a,within-subtype,pillow,soft,snow,cold,6.27272727273,11
2a,3a,between-type,boat,motor,sofa,chair,3.27272727273,11
2a,2a,within-subtype,bird,feathers,toe,foot,4.6,10
1a,3a,between-type,animal,carabao,spectacles,glasses,3.81818181818,11
10a,10a,within-subtype,alarm,action,rain,storm,3.4,10
9a,9a,within-subtype,bathroom,toilet,closet,clothes,5.36363636364,11
4b,4b,within-subtype,dull,bright,smart,stupid,5.6,10
6a,6a,within-subtype,forgiving,vengeful,object,tangible,3.16666666667,12
8a,8a,within-subtype,disagreement,anger,showering,cleanliness,4.3,10
3a,3a,within-subtype,bathroom,restroom,clean,tidy,5.5,10
6a,6a,within-subtype,bounty,scarce,killer,empathetic,3.2,10
9a,9a,within-subtype,clothes,dresser,kitchen,food,5.54545454545,11
6c,6a,between-subtype,friend,disloyal,voice,mute,4.7,10
4c,4b,between-subtype,birth,death,bored,excited,4.5,10
2a,3a,between-type,building,wall,run,sprint,4.2,10
5a,5a,within-subtype,priest,holy,professor,intellectual,6.7,10
10a,10a,within-subtype,cross,faith,surgery,hospital,3.8,10
9a,9a,within-subtype,aquarium,fish,supermarket,groceries,5.9,10
9a,9a,within-subtype,carton,milk,fridge,food,5.7,10
7c,7c,within-subtype,barber,scissors,maid,broom,6.8,10
4b,4b,within-subtype,beautiful,hideous,hot,cold,5.25,12
1e,1a,between-subtype,ocean,Indian,pet,dog,5.81818181818,11
5a,5c,between-subtype,athlete,fit,invalid,sickness,4.8,10
7c,7c,within-subtype,policeman,handcuffs,surgeon,scalpel,6.6,10
4b,4b,within-subtype,fat,thin,good,bad,5.63636363636,11
4b,4b,within-subtype,salty,sweet,thin,fat,5.0,12
4b,2a,between-type,big,small,freezer,ice,1.66666666667,12
4b,4b,within-subtype,dull,bright,tough,weak,6.0,11
9a,9a,within-subtype,refrigerator,food,store,shopper,4.7,10
2a,2a,within-subtype,freezer,ice,play,act,4.72727272727,11
10a,8a,between-type,cross,christianity,showering,cleanliness,4.6,10
8a,8a,within-subtype,run,sweat,tragedy,tears,5.2,10
8b,8a,between-subtype,anger,yell,loss,grief,5.0,13
6a,6a,within-subtype,liquid,solid,voice,mute,3.7,10
9a,9a,within-subtype,cupboard,dishes,space,planets,6.2,10
3a,3a,within-subtype,glass,cup,kid,child,6.0,11
7c,7c,within-subtype,lawyer,books,runner,sneakers,6.4,10
6c,6a,between-subtype,acclaim,disgrace,best,inferior,5.1,10
6a,6a,within-subtype,hungry,satiety,liquid,solid,4.09090909091,11
4b,4b,within-subtype,easy,difficult,thin,fat,6.3,10
3a,3a,within-subtype,candy,sweets,urban,city,4.75,12
7c,7c,within-subtype,preserver,lifeguard,runner,sneakers,5.90909090909,11
3a,3a,within-subtype,make,manufacture,tedious,monotonous,5.45454545455,11
4b,3a,between-type,dull,bright,house,abode,1.90909090909,11
5a,5c,between-subtype,baby,bald,miser,greed,3.76923076923,13
2a,2a,within-subtype,computer,chip,toe,foot,3.0,10
8a,8a,within-subtype,education,expertise,germs,sickness,4.8,10
1a,1a,within-subtype,dog,chihuahua,pen,ballpoint,6.08333333333,12
4b,4b,within-subtype,smart,stupid,thin,fat,5.4,10
2a,2a,within-subtype,bookcase,shelf,dog,tail,5.53846153846,13
8a,8a,within-subtype,question,answer,repetition,boredom,3.42857142857,14
8a,8a,within-subtype,tiredness,sleep,tragedy,tears,5.7,10
5a,5a,within-subtype,fire,heat,paper,flimsy,3.25,12
1a,1a,within-subtype,dollar,currency,furniture,couch,5.64705882353,17
7c,7c,within-subtype,maid,broom,surgeon,scalpel,6.7,10
6a,6c,between-subtype,honest,liar,silence,dance,2.1,10
5a,5a,within-subtype,apple,red,flimsy,paper,4.6,10
10a,10a,within-subtype,bell,dinner,valentine,love,3.8,10
5a,5a,within-subtype,fire,hot,professor,intellectual,5.15384615385,13
8a,8a,within-subtype,tragedy,tears,yelling,anger,4.63636363636,11
9a,9a,within-subtype,fridge,food,library,books,6.33333333333,12
3a,3a,within-subtype,restroom,bathroom,seat,chair,6.35294117647,17
5a,5a,within-subtype,candy,sweet,murderer,evil,5.0,10
1a,1a,within-subtype,furniture,couch,pen,ballpoint,5.45454545455,11
6a,8a,between-type,fire,cold,showering,cleanliness,1.4,10
1a,1a,within-subtype,politician,senator,weapon,spear,6.6,10
4b,4b,within-subtype,dull,bright,sleepy,energized,5.81818181818,11
8a,8a,within-subtype,showering,cleanliness,tragedy,tears,5.2,10
1a,1a,within-subtype,song,opera,weapon,spear,4.2,10
3a,6a,between-type,cellphone,mobile,tidy,messy,1.72727272727,11
3a,8a,between-type,sofa,chair,stimulus,response,2.4,10
2a,7c,between-type,foot,toe,policeman,handcuffs,3.1,10
2a,3a,between-type,play,act,spectacles,glasses,3.4,10
7c,8a,between-type,shooter,gun,tiredness,sleep,2.1,10
10a,10a,within-subtype,bell,dinner,distrust,camera,1.9,10
9a,5a,between-type,milk,carton,snow,cold,2.6,10
10a,10a,within-subtype,thunder,storm,wrinkle,age,4.9,10
10a,10a,within-subtype,cloud,moisture,handshake,agreement,3.4,10
8a,8a,within-subtype,learning,study,sex,pregnancy,4.0,10
2a,2a,within-subtype,bird,feathers,bird,wings,5.8,10
3a,3a,within-subtype,run,sprint,spectacles,glasses,5.5,10
9a,9a,within-subtype,fridge,food,supermarket,groceries,6.7,10
4b,1a,between-type,excited,bored,hair,brown,1.2,10
1a,1a,within-subtype,politician,senator,rodent,mouse,6.09090909091,11
1a,1a,within-subtype,rodent,mouse,weather,rain,6.3,10
10a,10a,within-subtype,camera,distrust,crown,royalty,1.8,10
4b,4c,between-subtype,dirty,clean,eat,poop,2.4,10
2a,2a,within-subtype,bird,wings,dog,tail,6.2,10
2a,4b,between-type,bicycle,wheel,fast,slow,1.63636363636,11
3a,3a,within-subtype,boat,ship,house,dwelling,6.38461538462,13
2a,2b,between-subtype,eye,lashes,pod,whale,3.41176470588,17
5a,5a,within-subtype,baby,bald,steel,strength,4.61538461538,13
8a,8a,within-subtype,sex,pregnancy,tiredness,sleep,5.63636363636,11
3a,3a,within-subtype,pants,trousers,run,sprint,6.25,12
1a,1a,within-subtype,insect,ant,rodent,mouse,6.6,10
3a,4b,between-type,cellphone,mobile,sleepy,energized,1.66666666667,12
6a,6a,within-subtype,forgiving,vengeful,liquid,solid,4.9,10
6a,6a,within-subtype,ecstasy,sad,tidy,messy,5.3,10
8a,8a,within-subtype,run,sweat,yelling,anger,3.5,10
9g,9a,between-subtype,adolescence,acne,garage,mechanic,3.18181818182,11
5a,5a,within-subtype,fire,heat,steel,strength,5.5,10
8a,8a,within-subtype,eating,fullness,sweat,run,3.5,10
5a,5a,within-subtype,car,fast,fire,hot,5.8,10
5a,5a,within-subtype,athlete,fit,steel,tough,6.1,10
6a,6a,within-subtype,best,inferior,sensitivity,boorish,4.0,10
7c,7c,within-subtype,pitcher,baseball,policeman,handcuffs,6.2,10
10a,10a,within-subtype,cross,faith,doctor,diagnosis,3.5,10
3a,3a,within-subtype,house,dwelling,urban,city,4.8,10
4b,4b,within-subtype,dull,bright,hungry,satiated,4.3,10
7c,7c,within-subtype,preserver,lifeguard,writer,pen,5.5,10
6a,4b,between-type,fire,cold,hairy,bald,5.2,10
10a,10a,within-subtype,cry,help,rain,storm,3.5,10
8a,8a,within-subtype,germs,sickness,run,sweat,5.9,10
7c,7c,within-subtype,runner,sneakers,shooter,gun,5.8,10
7d,7c,between-subtype,eat,food,shooter,gun,3.0,13
2a,2a,within-subtype,cat,whiskers,lips,mouth,3.7,10
1a,4b,between-type,clothing,shirt,pretty,ugly,1.9,10
2a,2b,between-subtype,bedroom,bed,pod,whale,3.81818181818,11
6a,6a,within-subtype,empty,full,liquid,solid,5.8,10
7c,7c,within-subtype,barber,scissors,surgeon,scalpel,6.81818181818,11
4b,4b,within-subtype,bright,dark,salty,sweet,4.66666666667,12
10a,9a,between-type,citation,violation,clothes,dresser,3.3,10
5a,5a,within-subtype,athlete,fit,bone,brittle,3.6,10
7d,7c,between-subtype,cook,meal,librarian,books,3.9,10
9a,9a,within-subtype,airplane,hangar,cupboard,dishes,4.63636363636,11
8a,8a,within-subtype,run,sweat,tiredness,sleep,6.0,10
3a,3a,within-subtype,bathroom,restroom,make,manufacture,6.0,11
8a,8a,within-subtype,explosion,damage,run,sweat,4.83333333333,12
7c,10a,between-type,shopper,cart,thunder,storm,2.9,10
4b,4c,between-subtype,hungry,satiated,poop,eat,1.63636363636,11
2a,1a,between-type,computer,chip,insect,ant,2.6,10
6a,8a,between-type,forgiving,vengeful,run,sweat,1.72727272727,11
4b,3a,between-type,hot,cold,run,sprint,1.25,12
10a,10a,within-subtype,bell,dinner,thunder,lightning,4.3,10
4b,4c,between-subtype,excited,bored,peace,war,4.9,10
5a,5c,between-subtype,plain,flat,prisoner,punishment,2.8,10
7c,7c,within-subtype,police,gun,trainer,treats,4.7,10
3a,4b,between-type,sofa,chair,warm,cool,2.16666666667,12
10a,10c,between-subtype,green,go,image,photograph,4.3,10
6a,6a,within-subtype,beauty,unpleasant,fire,cold,4.25,12
2a,2a,within-subtype,bicycle,wheel,building,wall,5.63636363636,11
7c,7c,within-subtype,gardener,trowel,gun,shooter,4.69230769231,13
2a,1a,between-type,lips,mouth,song,opera,4.69230769231,13
7c,7c,within-subtype,gun,shooter,shopper,cart,4.61538461538,13
4b,4b,within-subtype,good,bad,tall,short,6.9,10
5a,5a,within-subtype,pizza,cheesy,snow,cold,6.0,10
5a,5a,within-subtype,fire,heat,steel,tough,5.9,10
8a,8a,within-subtype,accident,damage,sweat,run,3.2,10
8a,8a,within-subtype,boredom,repetition,explosion,damage,4.3,10
6a,6a,within-subtype,color,invisible,integrity,dishonest,4.09090909091,11
7c,7c,within-subtype,housekeeper,broom,lifeguard,preserver,6.4,10
5a,5a,within-subtype,flimsy,paper,steel,strong,6.4,10
10a,10a,within-subtype,distrust,camera,thunder,storm,1.9,10
3a,3a,within-subtype,careful,cautious,sleep,doze,6.0,10
1a,1a,within-subtype,rodent,mouse,school,university,6.0,10
6a,6a,within-subtype,tidy,messy,voice,mute,5.8,10
2a,2a,within-subtype,building,wall,zebra,stripes,5.5,12
10a,10a,within-subtype,love,valentine,smoke,fire,5.2,10
9a,9a,within-subtype,clothes,dresser,supermarket,groceries,4.2,10
8a,8a,within-subtype,exercise,fatigue,germs,sickness,5.81818181818,11
7c,7c,within-subtype,lawyer,books,pitcher,baseball,4.4,10
4b,4b,within-subtype,chilly,warm,fat,thin,5.81818181818,11
3a,3a,within-subtype,old,mature,urban,city,5.5,10
6a,6a,within-subtype,best,inferior,object,intangible,3.8,10
3a,3a,within-subtype,cute,adorable,pants,trousers,5.8,10
10a,9a,between-type,alarm,action,cupboard,dishes,2.5,10
7c,6a,between-type,librarian,books,speed,slow,2.7,10
4b,4b,within-subtype,dull,bright,hot,cold,5.9,10
4b,4b,within-subtype,black,white,excited,bored,6.83333333333,12
4b,1a,between-type,excited,bored,rodent,mouse,1.9,10
4b,4b,within-subtype,fat,thin,hungry,satiated,3.8,10
7c,7d,between-subtype,shooter,gun,write,paper,3.09090909091,11
9a,9a,within-subtype,closet,clothes,clothes,dresser,5.25,12
3a,3a,within-subtype,spin,twirl,tedious,monotonous,5.7,10
10a,10a,within-subtype,license,permission,love,valentine,3.4,10
1a,1a,within-subtype,animal,pig,hair,brown,3.9,10
9a,9a,within-subtype,space,planets,water,ocean,4.3,10
5a,5a,within-subtype,clay,malleable,fire,hot,5.6,10
1a,9a,between-type,dog,poodle,zoo,animals,2.7,10
2a,4b,between-type,cat,whiskers,hot,cold,1.8,10
5a,5a,within-subtype,athlete,fit,fire,heat,4.6,10
9a,2a,between-type,dresser,clothes,play,act,3.3,10
7c,7c,within-subtype,gardener,trowel,soldier,gun,6.4,10
3a,3a,within-subtype,raise,elevate,restroom,bathroom,6.5,10
9g,9a,between-subtype,girlhood,dolls,zoo,animals,3.8,10
2a,2b,between-subtype,dance,step,pride,lion,3.7,10
3a,2a,between-type,bathroom,restroom,building,wall,3.3,10
7d,7c,between-subtype,eat,food,teacher,chalk,3.53846153846,13
10a,10a,within-subtype,love,valentine,thunder,lightning,3.63636363636,11
6a,6a,within-subtype,color,invisible,empty,full,3.90909090909,11
3a,4b,between-type,kid,child,ugly,pretty,1.6,10
8a,8a,within-subtype,showering,cleanliness,workout,sweat,5.6,10
6c,6a,between-subtype,famine,food,object,tangible,2.33333333333,12
2a,5a,between-type,city,block,heat,fire,3.18181818182,11
7c,7c,within-subtype,runner,sneakers,shopper,cart,5.8,10
6a,6a,within-subtype,color,invisible,diseased,health,3.1,10
5a,5a,within-subtype,fizzy,pop,steel,strength,3.7,10
2a,1a,between-type,bedroom,bed,mammal,porpoise,3.90909090909,11
7c,7c,within-subtype,maid,broom,runner,sneakers,6.4,10
8a,8a,within-subtype,accident,damage,sex,pregnancy,5.3,10
2a,2a,within-subtype,movie,scene,zebra,stripes,4.70588235294,17
2a,3a,between-type,bicycle,wheel,kid,child,2.2,10
5a,5a,within-subtype,fire,hot,prince,charming,4.35714285714,14
10a,10a,within-subtype,buzzer,end,surgery,hospital,3.15384615385,13
5a,5a,within-subtype,candy,sweet,fire,hot,5.8,10
2a,2a,within-subtype,bird,wings,movie,scene,4.8,10
4b,8a,between-type,dirty,clean,study,learning,1.63636363636,11
4b,4c,between-subtype,hairy,bald,peace,war,6.25,12
8a,8a,within-subtype,eating,fullness,injury,pain,5.8,10
2a,3a,between-type,play,act,sleep,doze,4.0,13
2a,2a,within-subtype,bird,feathers,hand,finger,6.1,10
4b,4c,between-subtype,difficult,easy,shout,whisper,5.9,10
3a,3b,between-subtype,seat,chair,sediment,silt,4.7,10
7d,7c,between-subtype,operate,machine,shooter,gun,4.1,10
8a,8a,within-subtype,germs,sickness,showering,cleanliness,5.8,10
8a,8a,within-subtype,sadness,tears,yelling,anger,6.0,14
2a,2a,within-subtype,bunch,grape,movie,scene,5.41666666667,12
3a,1a,between-type,clean,tidy,oak,tree,2.16666666667,12
3b,3a,between-subtype,chimpanzee,gorilla,sofa,chair,4.9,10
8a,8b,between-subtype,germs,sickness,sickness,medicate,2.83333333333,12
4b,1a,between-type,love,apathy,school,university,1.83333333333,12
8a,8a,within-subtype,question,answer,run,sweat,4.2,10
3a,3a,within-subtype,cellphone,mobile,sofa,chair,4.7,10
4b,4b,within-subtype,good,bad,sleepy,energized,5.6,10
9a,1a,between-type,aquarium,fish,automobile,van,3.83333333333,12
10a,10a,within-subtype,alarm,action,buzzer,end,3.8,10
10a,10a,within-subtype,cry,help,thunder,lightning,3.5,10
7c,7c,within-subtype,chef,knife,chemist,beaker,6.45454545455,11
3a,3a,within-subtype,pants,trousers,raise,elevate,6.3,10
1a,1a,within-subtype,appliance,refrigerator,dollar,currency,4.45454545455,11
7c,7c,within-subtype,chemist,beaker,drummer,sticks,6.2,10
6a,6a,within-subtype,enthusiasm,apathetic,liar,honest,4.7,10
2a,2a,within-subtype,bird,wings,lips,mouth,3.7,10
9a,6a,between-type,garage,mechanic,killer,empathetic,1.7,10
8a,8a,within-subtype,fire,burns,tragedy,tears,5.7,10
10a,10a,within-subtype,cross,christianity,thunder,lightning,4.28571428571,14
5a,5a,within-subtype,bone,brittle,fire,heat,3.76923076923,13
3a,3a,within-subtype,careful,cautious,sofa,chair,3.9,10
6a,6a,within-subtype,forgiving,vengeful,honest,liar,5.5,10
6a,6a,within-subtype,bounty,scarce,hungry,satiety,5.1,10
6a,6a,within-subtype,best,inferior,heat,cold,3.2,10
8a,8a,within-subtype,disagreement,anger,education,expertise,3.9,10
8a,8a,within-subtype,tragedy,tears,workout,sweat,6.2,10
10c,10a,between-subtype,achievement,trophy,doctor,diagnosis,3.9,10
3a,3b,between-subtype,candy,sweets,fast,quick,5.8,10
9a,9a,within-subtype,milk,carton,supermarket,groceries,3.7,10
7c,7c,within-subtype,gun,shooter,preserver,lifeguard,5.5,10
9a,9a,within-subtype,forest,trees,school,children,6.27272727273,11
5a,5a,within-subtype,blanket,soft,light,bright,6.0,10
8a,8a,within-subtype,cold,sneeze,repetition,boredom,4.36363636364,11
6a,6a,within-subtype,enthusiasm,apathetic,object,intangible,4.2,10
3b,3a,between-subtype,affection,love,sofa,chair,4.4,10
1a,4b,between-type,clothing,shirt,warm,cool,2.41666666667,12
10a,10a,within-subtype,handshake,agreement,moisture,cloud,4.0,10
10a,10a,within-subtype,citation,violation,distrust,camera,1.7,10
2a,2a,within-subtype,dance,step,lips,mouth,3.81818181818,11
1a,1e,between-subtype,bread,wheat,hero,Superman,5.7,10
9a,9a,within-subtype,forest,trees,hive,bees,6.33333333333,12
3a,2a,between-type,careful,cautious,zebra,stripes,2.58823529412,17
8b,8a,between-subtype,heat,sweat,sex,pregnancy,5.0,10
3a,3a,within-subtype,restroom,bathroom,spectacles,glasses,6.58333333333,12
4b,4b,within-subtype,good,bad,smart,stupid,5.9,10
2a,2a,within-subtype,bunch,grape,computer,chip,5.0,11
10c,10a,between-subtype,bouquet,garden,moisture,cloud,4.9,10
10a,10a,within-subtype,badge,authority,pregnancy,baby,4.6,10
8a,8a,within-subtype,heater,warmth,workout,sweat,5.1,10
8a,8a,within-subtype,cold,sneeze,loss,grief,5.6,10
10c,10a,between-subtype,journal,events,rain,storm,3.8,10
2a,2a,within-subtype,bookcase,shelf,bouquet,flower,6.1,10
9a,9a,within-subtype,closet,clothes,fridge,food,6.7,10
3b,3a,between-subtype,affection,love,spectacles,glasses,6.09090909091,11
9a,9a,within-subtype,aquarium,fish,space,planets,6.42857142857,14
9g,9a,between-subtype,laughter,parenthood,refrigerator,food,2.08333333333,12
1a,1a,within-subtype,dog,chihuahua,mammal,porpoise,6.0,10
